case_id,example_displayed_sign,example_exact_jel_codes,example_false_side,example_original_sign,example_outcome,example_overlap_ratio,example_paper_id,example_treatment,example_true_side,jel_overlap_ratio,jel_similarity,matching_rule,pair_case_type,selection_score,shared_exact_jel_codes,shared_exact_jel_count,target_exact_jel_codes,target_exact_jel_count,target_outcome,target_paper_id,target_side,target_sign,target_treatment,task_name,union_exact_jel_count,variant
task3_jel_similarity_side_capped_jel_similarity_001195,+,"[""G38"", ""G31"", ""G35"", ""H32"", ""H25""]",conservative,None,Corporate investment,0.4,21003,2003 dividend tax cut,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""G31"", ""H25""]",2,"[""G31"", ""G30"", ""H25""]",3,cash-flow sensitivity (old view firms),17481,conservative,+,Payout tax rate,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001196,+,"[""H32"", ""D21"", ""G31"", ""H25"", ""D92""]",liberal,-,Dividends / payouts,0.4,21876,Bonus depreciation,conservative,0.6667,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""G31"", ""H25""]",2,"[""G31"", ""G30"", ""H25""]",3,cash-flow sensitivity (old view firms),17481,conservative,+,Payout tax rate,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001197,+,"[""G38"", ""G31"", ""G35"", ""H32"", ""H25""]",conservative,None,Corporate investment,0.4,21003,2003 dividend tax cut,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""G31"", ""H25""]",2,"[""G31"", ""G30"", ""H25""]",3,investment cash-flow sensitivity,17481,conservative,+,Payout tax rate,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001198,+,"[""H32"", ""D21"", ""G31"", ""H25"", ""D92""]",liberal,-,Dividends / payouts,0.4,21876,Bonus depreciation,conservative,0.6667,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""G31"", ""H25""]",2,"[""G31"", ""G30"", ""H25""]",3,investment cash-flow sensitivity,17481,conservative,+,Payout tax rate,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001199,-,"[""F1""]",liberal,+,Labour productivity,1.0,8293,FTA tariff concessions,conservative,0.5,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F1""]",1,"[""O1"", ""F1""]",2,Overall productivity gain,17524,conservative,+,Elimination of misallocated quotas,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001200,+,"[""F1""]",conservative,-,Production worker employment,1.0,8293,FTA tariff concessions,liberal,0.5,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""F1""]",1,"[""O1"", ""F1""]",2,Overall productivity gain,17524,conservative,+,Elimination of misallocated quotas,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001201,-,"[""F1""]",liberal,+,Labour productivity,1.0,8293,FTA tariff concessions,conservative,0.5,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F1""]",1,"[""O1"", ""F1""]",2,Number of exporters,17524,conservative,+,Removal of export quotas,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001202,+,"[""F1""]",conservative,-,Production worker employment,1.0,8293,FTA tariff concessions,liberal,0.5,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""F1""]",1,"[""O1"", ""F1""]",2,Number of exporters,17524,conservative,+,Removal of export quotas,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001203,+,"[""G12"", ""G23"", ""G11""]",conservative,-,Subsequent fund performance,0.6667,14903,Increase in portfolio risk,liberal,0.5,0.4,jaccard_jel_similarity,cons-cons,0.4,"[""G12"", ""G23""]",2,"[""G12"", ""G23"", ""G34"", ""G38""]",4,Blockholder governance overall,17567,conservative,+,Stock liquidity,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001204,-,"[""O31"", ""G23"", ""G3"", ""G34""]",liberal,+,Productivity of retained inventors,0.5,22273,Hedge fund activism,conservative,0.5,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""G23"", ""G34""]",2,"[""G12"", ""G23"", ""G34"", ""G38""]",4,Blockholder governance overall,17567,conservative,+,Stock liquidity,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001205,-,"[""J22"", ""I38""]",liberal,+,Any social program participation,0.5,14570,Housing voucher use,conservative,0.3333,0.25,jaccard_jel_similarity,lib-lib,0.25,"[""J22""]",1,"[""E20"", ""J22"", ""J11""]",3,Weekend market work hours,17649,liberal,-,Cuts in legislated standard hours,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001206,-,"[""J22"", ""K35""]",conservative,+,Annual earnings,0.5,20520,Chapter 13 protection,liberal,0.3333,0.25,jaccard_jel_similarity,cons-lib,0.25,"[""J22""]",1,"[""E20"", ""J22"", ""J11""]",3,Weekend market work hours,17649,liberal,-,Cuts in legislated standard hours,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001207,-,"[""G32"", ""G33""]",conservative,+,Bankruptcy probability,1.0,3942,Number of public debt issues (debt complexity),liberal,0.4,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""G32"", ""G33""]",2,"[""L2"", ""G33"", ""G32"", ""H1"", ""H10""]",5,Net book leverage,17661,liberal,+,Credit Lyonnais ruling,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001208,+,"[""G32"", ""E22"", ""G33""]",liberal,-,Average incumbent firm size,0.6667,23515,Fresh start bankruptcy reform,conservative,0.4,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""G32"", ""G33""]",2,"[""L2"", ""G33"", ""G32"", ""H1"", ""H10""]",5,Net book leverage,17661,liberal,+,Credit Lyonnais ruling,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001209,mixed,"[""E21"", ""E24"", ""J65""]",conservative,+,Consumption-smoothing welfare gains,0.6667,25417,Extending UI benefits,liberal,0.5,0.4,jaccard_jel_similarity,cons-cons,0.4,"[""E21"", ""E24""]",2,"[""J24"", ""D52"", ""E21"", ""E24""]",4,Volume of credit and insurance,17714,conservative,+,Making consumer bankruptcy more costly,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001210,None,"[""E21"", ""E24"", ""J65""]",liberal,+,Job-finding hazard,0.6667,25417,UI benefit exhaustion,conservative,0.5,0.4,jaccard_jel_similarity,lib-cons,0.4,"[""E21"", ""E24""]",2,"[""J24"", ""D52"", ""E21"", ""E24""]",4,Volume of credit and insurance,17714,conservative,+,Making consumer bankruptcy more costly,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001211,-,"[""F1""]",liberal,+,Labour productivity,1.0,8293,FTA tariff concessions,conservative,0.5,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F1""]",1,"[""F1"", ""L0""]",2,Representation of low fixed-cost firms,17725,conservative,+,Removal of export quota,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001212,+,"[""F1""]",conservative,-,Production worker employment,1.0,8293,FTA tariff concessions,liberal,0.5,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""F1""]",1,"[""F1"", ""L0""]",2,Representation of low fixed-cost firms,17725,conservative,+,Removal of export quota,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001213,+,"[""G21"", ""G28""]",liberal,-,Initial loan interest rates for new firms,1.0,4921,Higher credit market concentration,conservative,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""G21"", ""G28""]",2,"[""G28"", ""G21""]",2,CAMELS rating,17736,liberal,+,Federal supervision,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001214,+,"[""G28"", ""G01"", ""G21""]",conservative,-,Bank stock returns,0.6667,15730,Conduit exposure,liberal,1.0,0.6667,jaccard_jel_similarity,cons-lib,0.6667,"[""G21"", ""G28""]",2,"[""G28"", ""G21""]",2,CAMELS rating,17736,liberal,+,Federal supervision,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001215,+,"[""G21"", ""G28""]",liberal,-,Initial loan interest rates for new firms,1.0,4921,Higher credit market concentration,conservative,1.0,1.0,jaccard_jel_similarity,lib-cons,1.0,"[""G21"", ""G28""]",2,"[""G28"", ""G21""]",2,Nonperforming loans,17736,conservative,+,Federal supervision,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001216,+,"[""G28"", ""G01"", ""G21""]",conservative,-,Bank stock returns,0.6667,15730,Conduit exposure,liberal,1.0,0.6667,jaccard_jel_similarity,cons-cons,0.6667,"[""G21"", ""G28""]",2,"[""G28"", ""G21""]",2,Nonperforming loans,17736,conservative,+,Federal supervision,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001217,+,"[""G21"", ""G28""]",liberal,-,Initial loan interest rates for new firms,1.0,4921,Higher credit market concentration,conservative,1.0,1.0,jaccard_jel_similarity,lib-cons,1.0,"[""G21"", ""G28""]",2,"[""G28"", ""G21""]",2,Return on assets (ROA),17736,conservative,-,Federal supervision,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001218,+,"[""G28"", ""G01"", ""G21""]",conservative,-,Bank stock returns,0.6667,15730,Conduit exposure,liberal,1.0,0.6667,jaccard_jel_similarity,cons-cons,0.6667,"[""G21"", ""G28""]",2,"[""G28"", ""G21""]",2,Return on assets (ROA),17736,conservative,-,Federal supervision,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001219,+,"[""G21"", ""G28""]",liberal,-,Initial loan interest rates for new firms,1.0,4921,Higher credit market concentration,conservative,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""G21"", ""G28""]",2,"[""G28"", ""G21""]",2,Bank failure rate,17736,liberal,+,State regulator relative leniency,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001220,+,"[""G28"", ""G01"", ""G21""]",conservative,-,Bank stock returns,0.6667,15730,Conduit exposure,liberal,1.0,0.6667,jaccard_jel_similarity,cons-lib,0.6667,"[""G21"", ""G28""]",2,"[""G28"", ""G21""]",2,Bank failure rate,17736,liberal,+,State regulator relative leniency,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001221,None,"[""I18"", ""H51""]",conservative,-,Infant mortality rate,1.0,4930,Medicaid eligibility,liberal,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""H51"", ""I18""]",2,"[""I18"", ""H51""]",2,Average hospital costs per insured,17748,liberal,-,Insurance coverage,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001222,-,"[""I11"", ""H51"", ""I18""]",liberal,+,Hospital expenditures per patient day,0.6667,11619,Introduction of Medicare,conservative,1.0,0.6667,jaccard_jel_similarity,lib-lib,0.6667,"[""H51"", ""I18""]",2,"[""I18"", ""H51""]",2,Average hospital costs per insured,17748,liberal,-,Insurance coverage,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001223,None,"[""I18"", ""H51""]",conservative,-,Infant mortality rate,1.0,4930,Medicaid eligibility,liberal,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""H51"", ""I18""]",2,"[""I18"", ""H51""]",2,Days health not good,17748,liberal,-,Insurance coverage,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001224,-,"[""I11"", ""H51"", ""I18""]",liberal,+,Hospital expenditures per patient day,0.6667,11619,Introduction of Medicare,conservative,1.0,0.6667,jaccard_jel_similarity,lib-lib,0.6667,"[""H51"", ""I18""]",2,"[""I18"", ""H51""]",2,Days health not good,17748,liberal,-,Insurance coverage,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001225,None,"[""I18"", ""H51""]",conservative,-,Infant mortality rate,1.0,4930,Medicaid eligibility,liberal,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""H51"", ""I18""]",2,"[""I18"", ""H51""]",2,Disability,17748,liberal,-,Insurance coverage,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001226,-,"[""I11"", ""H51"", ""I18""]",liberal,+,Hospital expenditures per patient day,0.6667,11619,Introduction of Medicare,conservative,1.0,0.6667,jaccard_jel_similarity,lib-lib,0.6667,"[""H51"", ""I18""]",2,"[""I18"", ""H51""]",2,Disability,17748,liberal,-,Insurance coverage,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001227,+,"[""D73"", ""D78""]",conservative,-,Equity finance availability,0.5,7447,Lax securities regulation,liberal,0.3333,0.25,jaccard_jel_similarity,cons-lib,0.25,"[""D73""]",1,"[""D73"", ""H25"", ""M14""]",3,Corporate tax evasion,17770,liberal,-,Sarbanes-Oxley Act implementation,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001228,mixed,"[""D73"", ""H26""]",liberal,+,Number of reassessed properties,0.5,20627,Performance pay for tax collectors,conservative,0.3333,0.25,jaccard_jel_similarity,lib-lib,0.25,"[""D73""]",1,"[""D73"", ""H25"", ""M14""]",3,Corporate tax evasion,17770,liberal,-,Sarbanes-Oxley Act implementation,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001229,-,"[""D72""]",liberal,+,Fascist vote share (1924),1.0,27854,Socialist vote share (1919),conservative,0.2,0.2,jaccard_jel_similarity,lib-lib,0.2,"[""D72""]",1,"[""J15"", ""I2"", ""H7"", ""N32"", ""D72""]",5,Per-capita state transfers to local governments,17776,liberal,+,Eligibility-driven turnout increase,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001230,+,"[""N32"", ""J15"", ""N31""]",conservative,-,Income per capita,0.6667,30368,Slaughter of the bison,liberal,0.4,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""J15"", ""N32""]",2,"[""J15"", ""I2"", ""H7"", ""N32"", ""D72""]",5,Per-capita state transfers to local governments,17776,liberal,+,Eligibility-driven turnout increase,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001231,-,"[""D72""]",liberal,+,Fascist vote share (1924),1.0,27854,Socialist vote share (1919),conservative,0.2,0.2,jaccard_jel_similarity,lib-lib,0.2,"[""D72""]",1,"[""J15"", ""I2"", ""H7"", ""N32"", ""D72""]",5,Black teenagers' school enrollment and educational quality,17776,liberal,+,Increased state transfers,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001232,+,"[""N32"", ""J15"", ""N31""]",conservative,-,Income per capita,0.6667,30368,Slaughter of the bison,liberal,0.4,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""J15"", ""N32""]",2,"[""J15"", ""I2"", ""H7"", ""N32"", ""D72""]",5,Black teenagers' school enrollment and educational quality,17776,liberal,+,Increased state transfers,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001233,None,"[""O4"", ""F35"", ""H41""]",conservative,+,economic outcomes,0.3333,17012,GoBifo project,liberal,0.3333,0.2,jaccard_jel_similarity,cons-cons,0.2,"[""F35""]",1,"[""D74"", ""H84"", ""F35""]",3,Civil conflict duration,17794,conservative,+,U.S. food aid,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001234,+,"[""O4"", ""F35"", ""H41""]",liberal,None,role of women and youth in decision-making,0.3333,17012,GoBifo project,conservative,0.3333,0.2,jaccard_jel_similarity,lib-cons,0.2,"[""F35""]",1,"[""D74"", ""H84"", ""F35""]",3,Civil conflict duration,17794,conservative,+,U.S. food aid,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001235,None,"[""O4"", ""F35"", ""H41""]",conservative,+,economic outcomes,0.3333,17012,GoBifo project,liberal,0.3333,0.2,jaccard_jel_similarity,cons-cons,0.2,"[""F35""]",1,"[""D74"", ""H84"", ""F35""]",3,Civil conflict incidence,17794,conservative,+,U.S. food aid,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001236,+,"[""O4"", ""F35"", ""H41""]",liberal,None,role of women and youth in decision-making,0.3333,17012,GoBifo project,conservative,0.3333,0.2,jaccard_jel_similarity,lib-cons,0.2,"[""F35""]",1,"[""D74"", ""H84"", ""F35""]",3,Civil conflict incidence,17794,conservative,+,U.S. food aid,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001237,None,"[""O4"", ""F35"", ""H41""]",conservative,+,economic outcomes,0.3333,17012,GoBifo project,liberal,0.3333,0.2,jaccard_jel_similarity,cons-cons,0.2,"[""F35""]",1,"[""D74"", ""H84"", ""F35""]",3,Large-scale conflict incidence,17794,conservative,+,U.S. food aid,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001238,+,"[""O4"", ""F35"", ""H41""]",liberal,None,role of women and youth in decision-making,0.3333,17012,GoBifo project,conservative,0.3333,0.2,jaccard_jel_similarity,lib-cons,0.2,"[""F35""]",1,"[""D74"", ""H84"", ""F35""]",3,Large-scale conflict incidence,17794,conservative,+,U.S. food aid,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001239,None,"[""O4"", ""F35"", ""H41""]",conservative,+,economic outcomes,0.3333,17012,GoBifo project,liberal,0.3333,0.2,jaccard_jel_similarity,cons-cons,0.2,"[""F35""]",1,"[""D74"", ""H84"", ""F35""]",3,Onset of civil conflict,17794,conservative,+,U.S. food aid,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001240,+,"[""O4"", ""F35"", ""H41""]",liberal,None,role of women and youth in decision-making,0.3333,17012,GoBifo project,conservative,0.3333,0.2,jaccard_jel_similarity,lib-cons,0.2,"[""F35""]",1,"[""D74"", ""H84"", ""F35""]",3,Onset of civil conflict,17794,conservative,+,U.S. food aid,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001241,+,"[""H0"", ""J64"", ""J6"", ""J65""]",liberal,-,average exit rate from unemployment,0.5,12893,Eligibility for 30 weeks of UI benefits,conservative,1.0,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""J64"", ""J65""]",2,"[""J64"", ""J65""]",2,Days in nonemployment,17814,conservative,+,Unemployment insurance extensions,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001242,-,"[""J64"", ""H5"", ""J65""]",conservative,+,Welfare-maximizing wage replacement rate,0.6667,17173,Unemployment rate,liberal,1.0,0.6667,jaccard_jel_similarity,cons-cons,0.6667,"[""J64"", ""J65""]",2,"[""J64"", ""J65""]",2,Days in nonemployment,17814,conservative,+,Unemployment insurance extensions,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001243,+,"[""H0"", ""J64"", ""J6"", ""J65""]",liberal,-,average exit rate from unemployment,0.5,12893,Eligibility for 30 weeks of UI benefits,conservative,1.0,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""J64"", ""J65""]",2,"[""J64"", ""J65""]",2,Probability of nonemployment after reemployment,17814,liberal,-,Unemployment insurance extensions,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001244,-,"[""J64"", ""H5"", ""J65""]",conservative,+,Welfare-maximizing wage replacement rate,0.6667,17173,Unemployment rate,liberal,1.0,0.6667,jaccard_jel_similarity,cons-lib,0.6667,"[""J64"", ""J65""]",2,"[""J64"", ""J65""]",2,Probability of nonemployment after reemployment,17814,liberal,-,Unemployment insurance extensions,task3,3,side_capped_jel_similarity
